DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
1066,3,2,1592,2850,31533,107591,361,37147,999999,9999999,231,21097,999999,9999999,5651,944,0,23587,42437,0,1768,39799,6180,21086,9881,9999999,9999999,9999999,0,0,21097,9999999,9,6,10,3,1,4420,0,2210,650,1560,1560,2860,0,0,0,650,0,2210,1560,0,3770,2860,0,0,0,650,0,2210,1560,0,0,0,1,2,37,1,1,0,2,37,99,99,99,99,99,99,99,99,99,99,99,35,0,0,0,0,24
1067,0,2,6216,813,5893,20108,999999,9999999,671,93061,999999,9999999,999999,9999999,2976,497,0,6120,922,0,0,13066,9999999,9999999,9999999,0,93061,0,9999999,9999999,9999999,9999999,9,2,4,4,1,3060,770,1020,250,1020,1790,1270,770,0,0,250,0,1020,1020,0,937,3060,0,770,0,250,0,1020,0,1020,0,0,0,1,75,1,0,0,1,75,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1068,0,2,3257,2098,17126,58433,0,0,999999,9999999,999999,9999999,999999,9999999,3493,583,5063,2653,12106,9811,6492,27371,0,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,4,1,972,0,0,400,572,572,400,0,0,0,400,0,0,572,0,572,0,0,0,400,0,0,0,572,0,0,0,1,1,79,1,1,0,2,79,99,99,99,99,99,99,99,99,99,99,99,77,0,1,0,0,18
1069,0,2,4040,1728,5826,19878,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,240,2084,2340,3892,3133,4042,6471,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,4,0,1800,0,0,0,1800,1800,0,0,0,0,0,0,0,1800,0,1800,0,0,0,0,0,0,0,1800,0,0,0,0,1,57,2,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,8
1070,0,1,5625,674,23630,80626,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3673,0,0,6616,5125,19830,3787,45268,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,80000,9,3,6,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,185,924,0,0,0,0,0,0,0,924,0,0,1,1,40,1,1,0,4,40,40,17,99,99,99,99,99,99,99,99,99,16,1,0,0,0,6
1071,4,2,464,3177,15765,53790,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4610,0,3660,4110,21205,5503,1546,21426,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,9,4,0,7308,0,3654,400,3254,3254,4054,0,0,0,400,0,3654,3254,0,6908,4054,0,0,0,400,0,3654,3254,0,1,0,0,1,51,1,1,1,2,51,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,3
1072,0,2,5162,1164,8019,27361,1050,108045,999999,9999999,999999,9999999,999999,9999999,0,490,3351,3014,7607,0,1666,15074,16818,32368,58859,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,5,6,3,1,2929,0,702,400,1827,1305,1624,0,0,0,400,0,702,1305,522,2529,1102,0,0,0,400,0,702,1827,0,0,0,0,1,54,2,1,0,3,54,55,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,23
1073,0,2,3682,1622,21075,71908,999999,9999999,999999,9999999,999999,9999999,999999,9999999,6563,600,5211,4673,4268,15045,9395,38527,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,4,0,5184,1728,0,0,3456,1728,3456,0,1728,0,0,0,0,1728,1728,1933,3895,0,1728,0,0,0,0,1289,2167,1,0,1,1,37,1,1,0,4,37,37,10,99,99,99,99,99,99,99,99,99,5,1,0,0,0,23
1074,0,2,1647,2541,14422,49208,508,52273,999999,9999999,270,24629,999999,9999999,4219,705,6116,3051,18771,0,0,27386,4872,24459,22942,9999999,9999999,9999999,0,0,24629,5000,9,4,9,2,1,3788,0,1694,400,1694,1694,2094,0,0,0,400,0,1694,1694,0,3388,2094,0,0,0,400,0,1694,1694,0,0,0,0,2,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1075,0,2,2942,2400,18410,62815,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3378,0,0,5235,15403,9982,8374,23821,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,4,0,1971,0,0,0,1971,1971,0,0,0,0,0,0,0,1971,0,1971,0,0,0,0,0,0,0,1971,0,0,0,0,2,30,2,1,0,4,30,30,8,99,99,99,99,99,99,99,99,99,7,1,0,0,0,16
1076,2,2,1102,651,9632,32863,482,49611,999999,9999999,999999,9999999,999999,9999999,0,0,0,4391,1132,0,0,27340,12395,23362,13854,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,2,1,1,2832,0,0,0,2832,2832,0,0,0,0,0,0,0,2832,0,472,2832,0,0,0,0,0,0,0,2832,0,1,1,2,43,1,0,0,3,43,44,99,99,99,99,99,99,99,99,99,99,13,1,1,0,0,16
1077,0,2,5931,1027,27029,92223,1176,121062,999999,9999999,999999,9999999,999999,9999999,8700,796,0,11585,10086,19943,0,50609,0,0,121062,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,2,1,3153,0,0,650,2503,2503,650,0,0,0,650,0,0,2503,0,2503,650,0,0,0,650,0,0,2503,0,0,0,0,1,45,2,1,0,4,45,41,12,99,99,99,99,99,99,99,99,99,9,1,0,0,0,11
1078,0,2,5116,1302,26963,91998,999999,9999999,953,132178,999999,9999999,999999,9999999,8254,0,0,8081,12677,25441,4691,41108,9999999,9999999,9999999,0,132178,0,9999999,9999999,9999999,9999999,9,2,4,4,0,2592,864,0,0,1728,2592,0,864,0,0,0,0,0,1728,0,432,2592,0,864,0,0,0,0,0,1728,0,0,0,1,49,1,0,0,4,49,17,16,99,99,99,99,99,99,99,99,99,14,0,0,0,1,3
1079,0,2,6071,843,5859,19991,999999,9999999,606,84046,999999,9999999,999999,9999999,4133,690,0,1851,1820,4413,0,11907,9999999,9999999,9999999,0,84046,0,9999999,9999999,9999999,9999999,9,2,3,2,1,2880,1440,0,250,1190,2270,610,1080,360,0,250,0,0,1190,0,877,2880,0,1440,0,250,0,0,0,1190,0,0,1,1,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1080,0,2,5174,1230,17670,60290,1642,168962,999999,9999999,999999,9999999,999999,9999999,5903,540,0,6489,5834,9965,0,38002,0,0,168962,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,2,1,3506,644,1035,250,1577,2221,1285,644,0,0,250,0,1035,1577,0,3256,1929,0,644,0,250,0,1035,1577,0,0,0,1,2,54,2,1,0,4,54,56,19,99,99,99,99,99,99,99,99,99,16,1,0,0,0,24
1081,0,5,5899,1221,7860,26818,352,36221,999999,9999999,999999,9999999,999999,9999999,0,905,0,5306,8876,0,0,12636,0,9422,26799,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,3,1,766,0,0,0,766,766,0,0,0,0,0,0,0,766,0,766,0,0,0,0,0,0,0,766,0,0,0,0,1,22,2,1,0,2,22,99,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,11
1082,1,5,4781,1439,1420,4845,509,52376,999999,9999999,999999,9999999,999999,9999999,0,0,0,832,1480,0,0,2533,11138,41238,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,1,1,1325,0,0,0,1325,1325,0,0,0,0,0,0,0,1325,0,221,1325,0,0,0,0,0,0,0,1325,0,0,1,2,35,1,1,0,3,35,55,99,99,99,99,99,99,99,99,99,99,34,1,1,0,0,24
1083,0,2,4697,1359,7485,25539,999999,9999999,757,104988,999999,9999999,999999,9999999,4547,0,0,4451,2219,4855,0,14014,9999999,9999999,9999999,0,104988,0,9999999,9999999,9999999,9999999,2,4,3,4,0,1682,0,841,250,591,591,1091,0,0,0,250,0,841,591,0,716,1682,0,0,0,250,0,841,0,591,0,0,1,1,94,1,0,0,1,94,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
1084,0,2,6132,1114,9211,31428,639,65753,999999,9999999,999999,9999999,999999,9999999,2313,677,4633,1729,5847,0,0,23852,3772,18497,43484,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,9,4,2,1,2016,1008,0,0,1008,2016,0,1008,0,0,0,0,0,1008,0,2016,1008,0,1008,0,0,0,0,1008,0,0,0,0,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,60,1,0,0,0,12
1085,2,2,2025,1979,19678,67141,866,89111,999999,9999999,999999,9999999,999999,9999999,5879,982,0,12090,9451,0,0,45600,9878,42992,36241,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,3,5,4,1,2541,0,0,400,2141,2541,0,0,0,400,0,0,0,2141,0,2141,0,0,0,400,0,0,0,2141,0,0,0,1,2,76,1,0,0,3,76,45,99,99,99,99,99,99,99,99,99,99,18,1,1,0,0,13
1086,0,2,8179,545,9674,33008,999999,9999999,999999,9999999,999999,9999999,999999,9999999,1469,430,2943,5088,1567,7608,0,18745,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,220000,9,1,1,4,0,3600,900,900,0,1800,2700,900,900,0,0,0,0,900,1800,0,3600,1800,0,900,0,0,0,900,1800,0,0,0,0,2,31,2,1,0,4,31,30,2,99,99,99,99,99,99,99,99,99,1,1,0,0,0,17
1087,0,2,5976,1184,12298,41961,1418,145912,999999,9999999,999999,9999999,999999,9999999,2368,395,0,4030,7541,9910,0,20480,17791,0,128121,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,10,2,1,8840,2210,2210,400,4020,5678,3163,1658,553,0,400,0,2210,4020,0,8440,3163,1658,553,0,400,0,2210,4020,0,1,0,1,1,35,0,1,1,4,35,41,7,99,99,99,99,99,99,99,99,99,3,1,0,0,0,24
1088,0,2,7166,425,12472,42554,888,91375,999999,9999999,999999,9999999,999999,9999999,4178,0,6056,3389,2184,0,7014,29967,5221,19330,66824,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,10,3,4,1,1927,559,0,250,1118,1677,250,559,0,0,250,0,0,1118,0,505,1591,0,559,0,250,0,0,336,782,1,0,0,2,54,2,1,0,3,54,52,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,13
1089,0,2,5488,684,16915,57714,70,7177,999999,9999999,572,52241,999999,9999999,0,730,4996,15668,3613,0,0,38433,7177,0,0,9999999,9999999,9999999,3714,34680,13847,9999999,9,3,10,4,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0,1,0,0,2,67,2,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,11
1090,4,5,132,4357,10525,35912,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,3231,14917,8475,0,9289,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,6,1,1,740,0,0,0,740,0,740,0,0,0,0,0,0,0,740,247,740,0,0,0,0,0,0,0,740,0,0,1,1,53,0,0,0,3,53,78,99,99,99,99,99,99,99,99,99,99,27,1,0,0,0,9
1091,2,2,1223,1823,5838,19919,296,30451,999999,9999999,999999,9999999,999999,9999999,2458,411,0,6054,3391,0,0,10474,4148,17034,9269,9999999,9999999,9999999,9999999,9999999,9999999,20000,9,4,4,1,1,2900,0,0,400,2500,2500,400,0,0,0,400,0,0,2500,0,2500,400,0,0,0,400,0,0,2500,0,0,0,0,2,79,1,1,0,2,79,99,99,99,99,99,99,99,99,99,99,99,71,0,1,0,0,13
1092,0,2,6626,798,11437,39023,999999,9999999,718,99579,999999,9999999,999999,9999999,3304,552,4790,5890,3113,7202,2140,20678,9999999,9999999,9999999,0,99579,0,9999999,9999999,9999999,9999999,9,3,1,1,1,2815,672,578,0,1565,1565,1250,0,672,0,0,0,578,1565,0,804,2815,0,672,0,0,0,578,0,1565,0,0,0,2,38,2,1,0,2,38,99,99,99,99,99,99,99,99,99,99,99,37,1,0,0,0,11
1093,0,3,4236,1677,19497,66524,830,85393,999999,9999999,999999,9999999,999999,9999999,0,962,6587,4375,10247,17757,0,34145,14810,0,70583,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,1,1,2003,465,465,0,1073,1538,465,465,0,0,0,0,465,1073,0,2003,465,465,0,0,0,0,465,1073,0,0,0,1,1,46,1,0,0,4,46,41,23,99,99,99,99,99,99,99,99,99,20,0,1,0,0,4
1094,0,5,3551,1829,4878,16644,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,400,0,2190,2633,3691,4598,3532,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,6,1,1,576,0,0,0,576,576,0,0,0,0,0,0,0,576,0,576,576,0,0,0,0,0,0,0,576,0,0,0,1,59,2,0,0,1,59,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1095,0,2,3096,1752,13405,45738,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4421,738,0,3318,5706,6812,10225,19677,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,1,0,1581,0,0,0,1581,1581,0,0,0,0,0,0,0,1581,0,1581,0,0,0,0,0,0,0,1581,0,0,0,0,1,49,2,0,0,1,49,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1096,0,3,5646,1371,8903,30377,417,42909,999999,9999999,999999,9999999,999999,9999999,2818,471,3221,2897,5855,0,1678,19947,0,15981,26928,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,8,1,1,1772,0,0,250,1522,1522,250,0,0,0,250,0,0,1522,0,1522,250,0,0,0,250,0,0,1522,0,0,0,0,1,35,0,1,0,5,35,35,7,5,99,99,99,99,99,99,99,99,2,1,0,0,0,14
1097,0,2,5014,1305,22917,78193,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2347,687,5960,6372,10764,12673,16111,32273,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,30000,9,1,7,4,0,7280,3640,0,400,3240,3240,4040,0,3640,0,400,0,0,3240,0,6880,4040,0,3640,0,400,0,0,3240,0,0,0,0,1,43,0,1,0,4,43,44,14,99,99,99,99,99,99,99,99,99,12,1,0,0,0,10
1098,0,2,2065,2262,5786,19742,999999,9999999,999999,9999999,150,13700,999999,9999999,1796,0,2603,1758,4099,3913,0,9972,9999999,9999999,9999999,9999999,9999999,9999999,0,13700,0,9999999,9,9,1,4,0,840,0,0,0,840,420,420,0,0,0,0,0,0,420,420,210,840,0,0,0,0,0,0,0,840,0,0,0,1,55,2,0,0,2,55,99,99,99,99,99,99,99,99,99,99,99,11,1,0,0,0,6
1099,0,2,927,4436,21337,72802,374,38485,999999,9999999,999999,9999999,999999,9999999,0,953,0,14880,32229,0,0,25693,11662,18821,8002,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,10,1,1,3362,0,0,650,2712,1695,1667,0,0,0,650,0,0,1695,1017,984,2378,0,0,0,650,0,0,984,1728,1,1,1,2,53,2,1,0,2,53,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,23
1100,2,2,621,1550,18252,62276,466,47951,999999,9999999,999999,9999999,999999,9999999,0,599,0,3442,13021,0,3468,42345,21682,26269,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,5,1,1,2447,0,784,400,1263,1263,1184,0,0,0,400,0,784,1263,0,2047,1184,0,0,0,400,0,784,1263,0,0,0,1,1,46,1,1,0,4,46,45,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,24
1101,0,2,1453,2746,26577,90681,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4339,725,6290,7563,24917,13375,7235,37591,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,1,0,1763,0,0,0,1763,1763,0,0,0,0,0,0,0,1763,0,1763,0,0,0,0,0,0,0,1763,0,0,0,0,1,50,2,0,0,4,50,18,17,99,99,99,99,99,99,99,99,99,17,1,0,1,0,12
1102,0,1,6475,278,2253,7688,800,82320,999999,9999999,999999,9999999,999999,9999999,0,0,0,2368,0,0,0,5320,11214,17678,53428,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,3,1,1400,0,0,0,1400,1400,0,0,0,0,0,0,0,1400,0,0,1400,0,0,0,0,0,0,0,1400,1,1,1,2,38,2,0,1,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,11
1103,0,5,6469,831,9938,33908,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,5082,1016,5544,13782,8484,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,4,1,567,0,0,0,567,567,0,0,0,0,0,0,0,567,0,142,567,0,0,0,0,0,0,0,567,0,0,1,1,87,1,0,0,1,87,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1104,3,2,1111,4111,22118,75467,237,24340,999999,9999999,999999,9999999,999999,9999999,0,844,0,8216,37815,0,0,29436,6452,12429,5459,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,10,1,1,4032,0,638,400,2994,2994,1038,0,0,0,400,0,638,2994,0,3632,1038,0,0,0,400,0,638,2994,0,1,0,1,2,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,23
1105,0,2,5046,1311,38659,131905,756,77800,999999,9999999,999999,9999999,999999,9999999,16168,1479,10124,3777,33052,0,5033,90043,0,24626,53174,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,1,3,1,6016,1456,1152,400,3008,4160,1856,0,1456,0,400,1152,0,3008,0,5616,3008,0,1456,0,400,0,1152,3008,0,0,0,1,1,44,1,1,0,4,44,44,18,99,99,99,99,99,99,99,99,99,14,1,0,0,0,15
1106,0,5,2579,2314,5338,18214,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,2376,5136,2774,4699,3229,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,6,1,1,889,0,0,0,889,889,0,0,0,0,0,0,0,889,0,889,0,0,0,0,0,0,0,889,0,0,0,1,1,80,1,0,0,1,80,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1107,0,2,6953,491,4081,13924,636,65444,999999,9999999,999999,9999999,999999,9999999,2417,0,0,2210,431,5267,0,6016,5222,0,60222,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,8,2,1,920,0,0,0,920,920,0,0,0,0,0,0,0,920,0,307,920,0,0,0,0,0,0,0,920,0,1,0,1,25,0,0,0,2,25,99,99,99,99,99,99,99,99,99,99,99,15,1,0,1,1,5
1108,0,2,4705,1385,8562,29214,999999,9999999,775,107498,999999,9999999,999999,9999999,3906,652,5662,6357,6033,0,0,16824,9999999,9999999,9999999,0,86325,21173,9999999,9999999,9999999,9999999,9,3,3,3,1,1968,984,0,0,984,1968,0,984,0,0,0,0,0,984,0,1968,984,0,984,0,0,0,0,984,0,0,0,1,1,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
1109,0,1,7317,788,8018,27357,1005,103415,999999,9999999,999999,9999999,999999,9999999,0,0,0,4956,2844,0,0,19557,6588,28082,68745,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,4,1,672,0,0,0,672,672,0,0,0,0,0,0,0,672,0,168,672,0,0,0,0,0,0,0,672,0,0,1,1,39,2,0,0,3,39,17,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,8
1110,0,2,3222,1335,16059,54794,999999,9999999,999999,9999999,108,9898,999999,9999999,3474,1016,0,4621,3174,12070,13690,21239,9999999,9999999,9999999,9999999,9999999,9999999,0,9898,0,9999999,9,3,7,4,0,1425,0,0,0,1425,1425,0,0,0,0,0,0,0,1425,0,285,1425,0,0,0,0,0,0,0,1425,0,0,0,1,68,2,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,67,1,1,0,0,7
1111,0,2,7210,810,7972,27200,521,53611,999999,9999999,999999,9999999,999999,9999999,5644,943,0,2529,6462,0,0,18209,0,10580,43031,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,1,1,1870,935,0,0,935,1870,0,935,0,0,0,0,0,935,0,1870,935,0,935,0,0,0,0,935,0,0,0,0,2,46,2,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1112,0,2,3271,1589,21873,74631,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4651,777,0,4782,15290,13063,9239,32257,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,2,8,3,0,4074,1650,0,400,2024,867,3207,0,1650,0,400,0,0,867,1157,3674,2050,0,1650,0,400,0,0,2024,0,0,0,1,2,73,1,1,0,2,73,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,11
1113,0,2,7821,646,8090,27603,964,99196,999999,9999999,999999,9999999,999999,9999999,0,0,4595,2292,1833,6287,0,17191,0,0,99196,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,1,1,3132,1044,0,0,2088,3132,0,1044,0,0,0,0,0,2088,0,3132,0,1044,0,0,0,0,0,2088,0,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,58,0,1,0,0,10
1114,0,2,1554,2969,11350,38726,999999,9999999,999999,9999999,332,30322,999999,9999999,2669,0,3051,2003,11325,6199,828,18371,9999999,9999999,9999999,9999999,9999999,9999999,6474,23848,0,9999999,9,2,3,4,0,1763,0,0,0,1763,588,1175,0,0,0,0,0,0,588,1175,1763,1763,0,0,0,0,0,0,0,1763,0,0,1,1,69,1,1,0,3,69,69,99,99,99,99,99,99,99,99,99,99,3,0,1,0,0,7
1115,3,2,2082,2961,12851,43848,463,47643,999999,9999999,999999,9999999,999999,9999999,0,658,0,6863,23166,0,0,13819,10478,20186,16979,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,8,3,1,1724,0,0,400,1324,1324,400,0,0,0,400,0,0,1324,0,1324,400,0,0,0,400,0,0,1324,0,0,0,1,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,60,1,0,0,0,17
1116,2,2,2609,1542,28786,98218,999999,9999999,999999,9999999,660,60278,999999,9999999,2747,804,5503,7756,19408,0,12937,58117,9999999,9999999,9999999,9999999,9999999,9999999,0,0,60278,9999999,9,2,6,4,0,5680,0,2840,0,2840,2840,2840,0,0,0,0,0,2840,2840,0,5680,2840,0,0,0,0,0,2840,2840,0,1,0,1,1,45,0,1,0,4,45,47,25,99,99,99,99,99,99,99,99,99,18,1,0,0,0,24
1117,0,2,6048,1175,5761,19657,1589,163508,999999,9999999,999999,9999999,999999,9999999,0,448,0,6157,5477,0,0,8023,22373,36106,105029,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,3,1,5304,0,2652,400,2252,2252,3052,0,0,0,400,0,2652,2252,0,4904,3052,0,0,0,400,0,2652,2252,0,0,0,0,2,28,2,1,0,2,28,99,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,10
1118,0,5,4073,1799,7167,24455,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,2478,2876,5517,6033,7551,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,1,0,1084,0,0,0,1084,1084,0,0,0,0,0,0,0,1084,0,1084,0,0,0,0,0,0,0,1084,0,0,0,0,2,56,2,0,0,2,56,99,99,99,99,99,99,99,99,99,99,99,10,1,0,0,0,13
1119,3,2,1549,2967,14800,50498,414,42601,999999,9999999,999999,9999999,999999,9999999,3167,529,0,4117,18453,0,0,27928,6181,24872,11548,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,10,3,1,1724,0,662,400,662,662,1062,0,0,0,400,0,662,662,0,1324,1062,0,0,0,400,0,662,662,0,0,0,1,1,31,1,1,0,4,31,31,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,13
1120,0,2,7007,564,17527,59802,634,65239,999999,9999999,999999,9999999,999999,9999999,0,967,6616,14022,4625,0,3800,37355,8122,18015,39102,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,8,1,1,3884,1263,0,400,2221,3484,400,1263,0,0,400,0,0,2221,0,1437,2968,0,1263,0,400,0,0,916,1305,0,0,1,1,49,0,1,0,2,49,99,99,99,99,99,99,99,99,99,99,99,51,0,0,0,0,24
1121,2,2,2535,1647,19319,65916,301,30973,999999,9999999,999999,9999999,999999,9999999,3604,602,0,9017,12286,0,12496,32117,0,30973,0,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,4,7,4,1,4976,0,0,400,4576,4576,400,0,0,0,400,0,0,4576,0,4576,400,0,0,0,400,0,0,4576,0,0,0,1,1,51,1,1,0,4,51,48,20,99,99,99,99,99,99,99,99,99,16,1,0,0,0,24
1122,0,2,5800,1335,8540,29138,816,83966,999999,9999999,999999,9999999,999999,9999999,0,517,0,2638,7388,0,0,19112,3128,28806,52032,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,2,1,2106,803,0,250,1053,2106,0,803,0,250,0,0,0,1053,0,1856,0,803,0,250,0,0,0,1053,0,0,0,0,2,26,2,0,0,4,26,25,23,99,99,99,99,99,99,99,99,99,21,1,0,0,0,6
1123,0,3,4966,1306,4315,14723,762,78424,999999,9999999,999999,9999999,999999,9999999,0,441,0,2142,4780,0,0,7801,0,18361,60063,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,4,1,1488,576,0,0,912,912,576,0,576,0,0,0,0,912,0,1488,576,0,576,0,0,0,0,912,0,0,0,1,1,20,2,1,0,4,20,22,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,6
1124,0,2,5971,1190,13875,47342,930,95697,999999,9999999,999999,9999999,999999,9999999,0,472,0,5346,6111,0,0,35885,14161,31332,50204,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,1,4,3,1,2289,576,0,400,1313,1889,400,576,0,0,400,0,0,1313,0,1889,400,576,0,0,400,0,0,1313,0,0,0,0,1,37,1,1,0,5,37,38,13,10,99,99,99,99,99,99,99,99,3,1,0,0,0,23
